,text,letterColor,corrAns,congruent,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instr1.started,instr1.stopped,word.started,word.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,feedback_2.started,feedback_2.stopped,instrText.started,instrText.stopped,thanksText.started,thanksText.stopped,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 33
113,red,red,left,cong,,,,,2.0,5.0,29.0,1.0,,,111.5041951989988,None,left,1.0,0.4752571269928012,111.5041951989988,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
114,green,blue,down,incong,,,,,2.0,6.0,30.0,7.0,,,112.48783708497648,None,down,1.0,0.7045321739860809,112.48783708497648,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
115,green,green,down,cong,,,,,2.0,7.0,31.0,6.0,,,113.70615626798826,None,down,1.0,0.4723543990112376,113.70615626798826,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
116,green,green,down,cong,,,,,2.0,8.0,32.0,5.0,,,114.6897530849965,None,down,1.0,0.36254585898132063,114.6897530849965,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
117,red,red,left,cong,,,,,2.0,9.0,33.0,0.0,,,115.55468604300405,None,left,1.0,0.4707245629979298,115.55468604300405,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
118,red,green,left,incong,,,,,2.0,10.0,34.0,2.0,,,116.53934614398169,None,left,1.0,0.5460241590044461,116.53934614398169,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
119,blue,red,right,incong,,,,,2.0,11.0,35.0,8.0,,,117.59123208897655,None,right,1.0,0.6941401450021658,117.59123208897655,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
120,red,green,left,incong,,,,,3.0,0.0,36.0,2.0,,,118.78914170397913,None,left,1.0,0.5800768950139172,118.78914170397913,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
121,red,red,left,cong,,,,,3.0,1.0,37.0,0.0,,,119.87315202699392,None,left,1.0,0.46335552202072,119.87315202699392,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
122,blue,blue,right,cong,,,,,3.0,2.0,38.0,11.0,,,120.83969445899127,None,right,1.0,0.5615497670078184,120.83969445899127,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
123,red,blue,left,incong,,,,,3.0,3.0,39.0,3.0,,,121.904107579001,None,left,1.0,0.5781570870021824,121.904107579001,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
124,green,red,down,incong,,,,,3.0,4.0,40.0,4.0,,,122.98671609998564,None,down,1.0,0.6055308520153629,122.98671609998564,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
125,blue,red,right,incong,,,,,3.0,5.0,41.0,8.0,,,124.10783224998157,None,right,1.0,0.5394110350171104,124.10783224998157,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
126,green,green,down,cong,,,,,3.0,6.0,42.0,5.0,,,125.15402680399711,None,down,1.0,0.6971096030029003,125.15402680399711,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
127,green,green,down,cong,,,,,3.0,7.0,43.0,6.0,,,126.35552896099398,None,down,1.0,0.4864533620129805,126.35552896099398,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
128,red,red,left,cong,,,,,3.0,8.0,44.0,1.0,,,127.35402378899744,None,left,1.0,0.4601086670008954,127.35402378899744,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
129,blue,green,right,incong,,,,,3.0,9.0,45.0,9.0,,,128.3227777479915,None,right,1.0,0.7472928729839623,128.3227777479915,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
130,blue,blue,right,cong,,,,,3.0,10.0,46.0,10.0,,,129.57239302797822,None,right,1.0,0.7057253920065705,129.57239302797822,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
131,green,blue,down,incong,,,,,3.0,11.0,47.0,7.0,,,130.7871862979955,None,down,1.0,0.6717925720149651,130.7871862979955,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
132,green,green,down,cong,,,,,4.0,0.0,48.0,6.0,,,131.97229023597902,None,down,1.0,1.5856525090057405,131.97229023597902,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
133,green,blue,down,incong,,,,,4.0,1.0,49.0,7.0,,,134.0558762769797,None,down,1.0,0.6620461099955719,134.0558762769797,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
134,red,red,left,cong,,,,,4.0,2.0,50.0,0.0,,,135.22116484298022,None,left,1.0,0.5106415910122449,135.22116484298022,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
135,blue,blue,right,cong,,,,,4.0,3.0,51.0,10.0,,,136.23808337099035,None,right,1.0,0.5068136290065013,136.23808337099035,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
136,blue,green,right,incong,,,,,4.0,4.0,52.0,9.0,,,137.25561895198192,None,right,1.0,0.7180346959794406,137.25561895198192,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
137,blue,red,right,incong,,,,,4.0,5.0,53.0,8.0,,,138.48937756198575,None,right,1.0,0.632384765020106,138.48937756198575,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
138,red,red,left,cong,,,,,4.0,6.0,54.0,1.0,,,139.6212474149943,None,left,1.0,0.5273605230031535,139.6212474149943,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
139,green,green,down,cong,,,,,4.0,7.0,55.0,5.0,,,140.65601141398656,None,down,1.0,1.4246155610017013,140.65601141398656,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
140,green,red,down,incong,,,,,4.0,8.0,56.0,4.0,,,142.58885219300282,None,down,1.0,0.5057875319907907,142.58885219300282,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
141,red,green,left,incong,,,,,4.0,9.0,57.0,2.0,,,143.60360671099625,None,left,1.0,1.1740338410018012,143.60360671099625,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
142,blue,blue,right,cong,,,,,4.0,10.0,58.0,11.0,,,145.2890854179859,None,right,1.0,0.8363236559962388,145.2890854179859,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
143,red,blue,left,incong,,,,,4.0,11.0,59.0,3.0,,,146.63794812597916,None,left,1.0,0.5428533300000709,146.63794812597916,None,,,,,,,rev01,1.0,2020_Apr_04_1348,stroopReverse,2020.1.2,59.962180172386205,
