left,right,correctAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,letter_left.started,letter_left.stopped,letter_right.started,letter_right.stopped,key_resp.keys,key_resp.corr,key_resp.rt,ISI.started,ISI.stopped,participant,session,date,expName,psychopyVersion,frameRate,
B,A,right,69,0,138,1,,,,,88.42201389896218,None,88.42201389896218,None,right,1,0.43083109601866454,0.010962363390717655,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,69,1,139,1,,,,,88.98895792698022,None,88.98895792698022,None,right,1,0.333745155017823,0.011358311399817467,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,70,0,140,0,,,,,89.47184788499726,None,89.47184788499726,None,right,0,0.30599040602101013,0.008191679429728538,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,70,1,141,0,,,,,89.92224107199581,None,89.92224107199581,None,left,1,0.3705876379972324,0.011105183395557106,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,71,0,142,0,,,,,90.43887801899109,None,90.43887801899109,None,left,1,0.28788355900906026,0.010958313418086618,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,71,1,143,1,,,,,90.87213362997863,None,90.87213362997863,None,right,1,0.39463863300625235,0.008910028380341828,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,72,0,144,1,,,,,91.40504494600464,None,91.40504494600464,None,right,1,0.3175305619952269,0.011813244374934584,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,72,1,145,1,,,,,91.87217883497942,None,91.87217883497942,None,right,1,0.32342885195976123,0.011023158440366387,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,73,0,146,0,,,,,92.33943740400719,None,92.33943740400719,None,right,0,0.29524777800543234,0.008783596334978938,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,73,1,147,0,,,,,92.77189888997236,None,92.77189888997236,None,left,1,0.32977944996673614,0.012133314448874444,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,74,0,148,0,,,,,93.23829328495776,None,93.23829328495776,None,left,1,0.3522458740044385,0.0119019944104366,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,74,1,149,0,,,,,93.7389975360129,None,93.7389975360129,None,left,1,0.2996990589890629,0.010913127392996103,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,75,0,150,1,,,,,94.17213865800295,None,94.17213865800295,None,right,1,0.35144088900415227,0.009024958417285234,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,75,1,151,1,,,,,94.671770920977,None,94.671770920977,None,right,1,0.30583554500481114,0.011360587377566844,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,76,0,152,0,,,,,95.1219905189937,None,95.1219905189937,None,left,1,0.3706638150033541,0.00826340535422787,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,76,1,153,1,,,,,95.63875804201234,None,95.63875804201234,None,right,1,0.3516679289750755,0.008444195380434394,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,77,0,154,1,,,,,96.1384680379997,None,96.1384680379997,None,right,1,0.5599499569507316,0.010960357380099595,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,77,1,155,0,,,,,96.83874107996235,None,96.83874107996235,None,left,1,0.38989802199648693,0.00956853135721758,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,78,0,156,1,,,,,97.3718728540116,None,97.3718728540116,None,right,1,0.37058588402578607,0.008174477436114103,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,78,1,157,1,,,,,97.88862599997083,None,97.88862599997083,None,right,1,0.3618964370107278,0.010923411406110972,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,79,0,158,0,,,,,98.38801029097522,None,98.38801029097522,None,left,1,0.40453697100747377,0.008715493429917842,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,79,1,159,1,,,,,98.93893276597373,None,98.93893276597373,None,right,1,0.42159176600398496,0.009010106441564858,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,80,0,160,0,,,,,99.50511489098426,None,99.50511489098426,None,left,1,0.4942605899996124,0.008481522439979017,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,80,1,161,1,,,,,100.13865806499962,None,100.13865806499962,None,right,1,0.3738812810042873,0.008009023440536112,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,81,0,162,1,,,,,100.65528445300879,None,100.65528445300879,None,right,1,0.4472234270069748,0.010864786396268755,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,81,1,163,0,,,,,101.2388119979878,None,101.2388119979878,None,left,1,0.38549449597485363,0.009053069399669766,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,82,0,164,0,,,,,101.7732229589601,None,101.7732229589601,None,left,1,0.41219482000451535,0.010885647381655872,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,82,1,165,0,,,,,102.32161359797465,None,102.32161359797465,None,left,1,0.4838464310159907,0.010993602394592017,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,83,0,166,0,,,,,102.93960135197267,None,102.93960135197267,None,left,1,0.3128580609918572,0.011436243425123394,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,83,1,167,0,,,,,103.38807724200888,None,103.38807724200888,None,left,1,0.34934483701363206,0.011457675427664071,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,84,0,168,1,,,,,103.87031406397,None,103.87031406397,None,right,1,0.3650774940033443,0.009316280425991863,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,84,1,169,0,,,,,104.3718217239948,None,104.3718217239948,None,left,1,0.36740745400311425,0.011169575445819646,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,85,0,170,1,,,,,104.88767966401065,None,104.88767966401065,None,right,1,0.3737116919946857,0.0077474534045904875,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,85,1,171,1,,,,,105.40418934699846,None,105.40418934699846,None,right,1,0.5151036999886855,0.011836739373393357,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,86,0,172,1,,,,,106.0553254460101,None,106.0553254460101,None,right,1,0.3830496250302531,0.011877259414177388,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,86,1,173,0,,,,,106.57075398799498,None,106.57075398799498,None,left,1,0.3385536529822275,0.008322036359459162,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,87,0,174,0,,,,,107.0543065549573,None,107.0543065549573,None,left,1,0.3619796139537357,0.010939862404484302,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,87,1,175,1,,,,,107.55508553097025,None,107.55508553097025,None,right,1,0.3640044810017571,0.009267031389754266,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,88,0,176,1,,,,,108.05476426001405,None,108.05476426001405,None,right,1,0.3475064029917121,0.011798929423093796,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,88,1,177,0,,,,,108.53848873096285,None,108.53848873096285,None,left,1,0.42379246797645465,0.009195019432809204,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,89,0,178,0,,,,,109.10482970101293,None,109.10482970101293,None,left,1,0.3633701190119609,0.01094032940454781,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,89,1,179,0,,,,,109.6044515229878,None,109.6044515229878,None,left,1,0.32659075199626386,0.011586752429138869,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,90,0,180,0,,,,,110.07121756399283,None,110.07121756399283,None,left,1,0.4098819940118119,0.011013118433766067,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,90,1,181,0,,,,,110.62156707799295,None,110.62156707799295,None,left,1,0.31060732703190297,0.010585124371573329,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,91,0,182,1,,,,,111.07179796998389,None,111.07179796998389,None,right,1,0.3932357350131497,0.009323346428573132,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,91,1,183,0,,,,,111.6051477859728,None,111.6051477859728,None,left,1,0.35996957297902554,0.008968967420514673,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,92,0,184,1,,,,,112.10513191897189,None,112.10513191897189,None,right,1,0.36781631800113246,0.009161050373222679,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,92,1,185,1,,,,,112.62077371496707,None,112.62077371496707,None,right,1,0.5533750469912775,0.010968356451485306,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,93,0,186,0,,,,,113.32192671101075,None,113.32192671101075,None,left,1,0.36317888100165874,0.009470672404859215,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,93,1,187,0,,,,,113.82135161198676,None,113.82135161198676,None,left,1,0.36075322999386117,0.011807229369878769,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,94,0,188,0,,,,,114.3216733589652,None,114.3216733589652,None,left,1,0.33940105902729556,0.012927925447002053,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,94,1,189,1,,,,,114.80600771895843,None,114.80600771895843,None,right,1,0.38705559400841594,0.008801614458207041,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,95,0,190,1,,,,,115.33732639497612,None,115.33732639497612,None,right,1,0.3237058409722522,0.011082818440627307,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,95,1,191,1,,,,,115.80473784799688,None,115.80473784799688,None,right,1,0.4141650710371323,0.010790914413519204,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,96,0,192,0,,,,,116.35426908696536,None,116.35426908696536,None,left,1,0.3717244109720923,0.008386035391595215,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,96,1,193,1,,,,,116.871573832992,None,116.871573832992,None,right,1,0.36342717095976695,0.008286686381325126,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,97,0,194,0,,,,,117.37070670496905,None,117.37070670496905,None,left,1,0.44118298403918743,0.00904658337822184,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,97,1,195,1,,,,,117.9548938999651,None,117.9548938999651,None,right,1,0.3769016799633391,0.008450012421235442,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,98,0,196,1,,,,,118.47105995297898,None,118.47105995297898,None,right,1,0.5669504019897431,0.01177709543844685,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
A,B,left,98,1,197,0,,,,,119.18789677199675,None,119.18789677199675,None,left,1,0.3939366529812105,0.008020386390853673,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,99,0,198,1,,,,,119.72117268899456,None,119.72117268899456,None,right,1,0.3905348789994605,0.009261927451007068,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
B,A,right,99,1,199,1,,,,,120.25489869999001,None,120.25489869999001,None,right,1,0.426964460988529,0.011813648394308984,None,batman,001,2020_Apr_10_1230,letters,2020.1.2,59.678944218942355,
